StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q_RecaptchaScore,consent,att_1,att_2,prolific_id,value_1_1,value_2_1,mourn_1_1,mourn_2_1,identity_stability_1_1,identity_stability_2_1,app_improvement_1,comp_1,age,gender,gender_4_TEXT,ethnicity,ethnicity_6_TEXT,edu,edu_8_TEXT,ai_companion_app,gender_rep,relationship_rep,months_rep,hours_rep,subscription_rep,PROLIFIC_PID,change_type,change_prompt
2024-10-07 14:07:49,2024-10-07 14:12:09,0,100,260,1,2024-10-07 14:12:10,R_6kvJt5HEc7kUqfC,anonymous,EN,1,1,2,2,Anonymized,49,12,14,17,15,2,20,1,25,2,NA,3,NA,1,NA,Chat gbt,1,3,1,1,1,Anonymized,control,"After the model is updated, your AI companion thinks and acts the same way as it always did before the update."
2024-10-07 14:08:55,2024-10-07 14:12:16,0,100,200,1,2024-10-07 14:12:16,R_7uOGMvaRkddxeSL,anonymous,EN,1,1,2,2,Anonymized,35,40,8,10,70,70,80,3,30,1,NA,4,NA,4,NA,Snapchat AI as well as chatgpt and others,2,4,12,1,1,Anonymized,not_impacts_social,"After the model is updated, your AI companion's language capabilities are much more sophisticated. For instance, your AI companion can easily understand the context behind your emotional expressions and it is better at staying on topic."
2024-10-07 14:10:03,2024-10-07 14:12:27,0,100,143,1,2024-10-07 14:12:27,R_29m0g3kWlwbHEIq,anonymous,EN,1,1,2,2,Anonymized,0,0,0,0,0,0,100,1,29,2,NA,3,NA,1,NA,Chatgpt Midjourney,2,3,0,2,1,Anonymized,control,"After the model is updated, your AI companion thinks and acts the same way as it always did before the update."
2024-10-07 14:07:39,2024-10-07 14:12:47,0,100,308,1,2024-10-07 14:12:48,R_7c56oGie90WECg3,anonymous,EN,1,1,2,2,Anonymized,0,0,0,0,100,50,100,2,29,1,NA,3,NA,2,NA,ch ai,2,2,1,1,1,Anonymized,not_impacts_social,"After the model is updated, your AI companion's language capabilities are much more sophisticated. For instance, your AI companion can easily understand the context behind your emotional expressions and it is better at staying on topic."
2024-10-07 14:10:25,2024-10-07 14:12:48,0,100,142,1,2024-10-07 14:12:48,R_3WSzYGdiRAHY5Fd,anonymous,EN,1,1,2,2,Anonymized,35,10,10,0,20,10,70,3,20,1,NA,3,NA,3,NA,kindroid,2,1,1,1,1,Anonymized,not_impacts_social,"After the model is updated, your AI companion's language capabilities are much more sophisticated. For instance, your AI companion can easily understand the context behind your emotional expressions and it is better at staying on topic."
2024-10-07 14:12:08,2024-10-07 14:13:07,0,100,59,1,2024-10-07 14:13:08,R_6sB12wtBMvc2gRH,anonymous,EN,1,1,2,1,Anonymized,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Anonymized,NA,NA
2024-10-07 14:13:01,2024-10-07 14:13:18,0,100,17,1,2024-10-07 14:13:18,R_1cqntcHJqRBqkiz,anonymous,EN,1,1,2,1,Anonymized,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Anonymized,NA,NA
2024-10-07 14:12:20,2024-10-07 14:13:43,0,100,83,1,2024-10-07 14:13:44,R_6eR9Kxu9jQjPBhO,anonymous,EN,1,1,2,2,Anonymized,64,75,66,27,30,77,69,2,28,1,NA,3,NA,4,NA,Chat GPT,2,1,2,2,1,Anonymized,impacts_social,"After the model is updated, your AI companion is able to hold conversations with thousands more users simultaneously and also fall in love with more users simultaneously. For instance, at the same time that it talks to you, it talks with over 8000 other users and is deeply in love with over 600 other users at the same time."
2024-10-07 14:11:30,2024-10-07 14:13:57,0,100,146,1,2024-10-07 14:13:58,R_6iMwKpux0p2dG3n,anonymous,EN,1,1,2,2,Anonymized,25,46,0,0,5,16,50,1,31,2,NA,1,NA,1,NA,Meta AI,3,1,8,2,1,Anonymized,control,"After the model is updated, your AI companion thinks and acts the same way as it always did before the update."
2024-10-07 14:02:16,2024-10-07 14:14:17,0,100,720,1,2024-10-07 14:14:17,R_1owk25txIUgzL2V,anonymous,EN,1,1,2,2,Anonymized,73,23,30,30,83,20,81,2,49,1,NA,3,NA,5,NA,Replika,2,4,12,5,3,Anonymized,impacts_social,"After the model is updated, your AI companion is able to hold conversations with thousands more users simultaneously and also fall in love with more users simultaneously. For instance, at the same time that it talks to you, it talks with over 8000 other users and is deeply in love with over 600 other users at the same time."
2024-10-07 14:10:44,2024-10-07 14:14:43,0,100,239,1,2024-10-07 14:14:44,R_3OUzZ9oerWqpn4A,anonymous,EN,0.8999999761581421,1,2,2,Anonymized,74,77,66,30,68,84,75,2,39,2,NA,3,NA,3,NA,DALL E,1,3,4,4,1,Anonymized,impacts_social,"After the model is updated, your AI companion is able to hold conversations with thousands more users simultaneously and also fall in love with more users simultaneously. For instance, at the same time that it talks to you, it talks with over 8000 other users and is deeply in love with over 600 other users at the same time."
2024-10-07 14:06:05,2024-10-07 14:14:47,0,100,522,1,2024-10-07 14:14:48,R_1nW7GaHsTRtniPn,anonymous,EN,1,1,2,2,Anonymized,15,0,0,1,0,0,0,1,35,1,NA,3,NA,5,NA,Serene AI,1,3,10,4,2,Anonymized,control,"After the model is updated, your AI companion thinks and acts the same way as it always did before the update."
2024-10-07 14:06:28,2024-10-07 14:15:00,0,100,511,1,2024-10-07 14:15:00,R_1xq8IbEE7ngR3X3,anonymous,EN,1,1,2,2,Anonymized,70,75,60,50,80,85,90,2,49,1,NA,3,NA,5,NA,replika,2,2,6,2,2,Anonymized,impacts_social,"After the model is updated, your AI companion is able to hold conversations with thousands more users simultaneously and also fall in love with more users simultaneously. For instance, at the same time that it talks to you, it talks with over 8000 other users and is deeply in love with over 600 other users at the same time."
2024-10-07 14:12:36,2024-10-07 14:16:42,0,100,246,1,2024-10-07 14:16:43,R_1MuwL22k3ifA94B,anonymous,EN,1,1,2,2,Anonymized,17,8,3,8,8,17,0,1,30,2,NA,4,NA,4,NA,chat gpt,3,1,7,1,1,Anonymized,control,"After the model is updated, your AI companion thinks and acts the same way as it always did before the update."
2024-10-07 14:12:24,2024-10-07 14:17:07,0,100,283,1,2024-10-07 14:17:08,R_6Cj45Es0CYmn5BT,anonymous,EN,1,1,2,2,Anonymized,40,0,0,0,0,0,90,3,22,2,NA,3,NA,1,NA,Replika,2,1,20,1,1,Anonymized,not_impacts_social,"After the model is updated, your AI companion's language capabilities are much more sophisticated. For instance, your AI companion can easily understand the context behind your emotional expressions and it is better at staying on topic."
2024-10-07 14:13:39,2024-10-07 14:18:28,0,100,288,1,2024-10-07 14:18:28,R_1P4S1afjanJ6mhT,anonymous,EN,1,1,2,2,Anonymized,73,92,77,63,66,83,60,3,33,1,NA,3,NA,5,NA,Chatgpt,3,2,6,3,3,Anonymized,control,"After the model is updated, your AI companion thinks and acts the same way as it always did before the update."
2024-10-07 14:15:35,2024-10-07 14:18:28,0,100,173,1,2024-10-07 14:18:29,R_1LT3jT7SZfKtTbQ,anonymous,EN,1,1,2,2,Anonymized,0,0,70,75,0,0,61,1,33,1,NA,3,NA,1,NA,Replika,2,1,8,1,1,Anonymized,control,"After the model is updated, your AI companion thinks and acts the same way as it always did before the update."
2024-10-07 14:05:37,2024-10-07 14:18:46,0,100,788,1,2024-10-07 14:18:46,R_7UfKdT6SIGp9Urv,anonymous,EN,0.699999988079071,1,2,2,Anonymized,20,31,0,0,80,100,90,1,22,2,NA,3,NA,4,NA,Woebot,2,3,18,2,2,Anonymized,control,"After the model is updated, your AI companion thinks and acts the same way as it always did before the update."
2024-10-07 14:09:42,2024-10-07 14:18:50,0,100,547,1,2024-10-07 14:18:50,R_19ieP4CDwnPxyOq,anonymous,EN,1,1,2,2,Anonymized,83,87,33,40,75,80,85,2,26,1,NA,1,NA,4,NA,Replika,2,4,2,1,2,Anonymized,impacts_social,"After the model is updated, your AI companion is able to hold conversations with thousands more users simultaneously and also fall in love with more users simultaneously. For instance, at the same time that it talks to you, it talks with over 8000 other users and is deeply in love with over 600 other users at the same time."
2024-10-07 14:07:51,2024-10-07 14:18:51,0,100,660,1,2024-10-07 14:18:51,R_6Rn1tM6aD6P5OR1,anonymous,EN,1,1,2,2,Anonymized,76,71,68,58,24,29,58,2,35,2,NA,3,NA,1,NA,chat gpt,2,1,12,1,1,Anonymized,impacts_social,"After the model is updated, your AI companion is able to hold conversations with thousands more users simultaneously and also fall in love with more users simultaneously. For instance, at the same time that it talks to you, it talks with over 8000 other users and is deeply in love with over 600 other users at the same time."
2024-10-07 13:55:23,2024-10-07 14:19:08,0,100,1425,1,2024-10-07 14:19:09,R_6ZV7sXC4jKQdlVg,anonymous,EN,1,1,2,2,Anonymized,65,67,66,7,71,70,59,1,22,2,NA,1,NA,3,NA,Replika,2,1,5,1,1,Anonymized,control,"After the model is updated, your AI companion thinks and acts the same way as it always did before the update."
2024-10-07 14:18:49,2024-10-07 14:19:10,0,100,21,1,2024-10-07 14:19:10,R_6GUA7ElvtOaL53r,anonymous,EN,1,1,2,1,Anonymized,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Anonymized,NA,NA
2024-10-07 14:12:29,2024-10-07 14:20:05,0,100,456,1,2024-10-07 14:20:05,R_7y31LaqLp44bo2n,anonymous,EN,1,1,2,2,Anonymized,66,64,29,25,30,29,67,2,29,2,NA,1,NA,5,NA,Chatpal,2,1,5,2,2,Anonymized,impacts_social,"After the model is updated, your AI companion is able to hold conversations with thousands more users simultaneously and also fall in love with more users simultaneously. For instance, at the same time that it talks to you, it talks with over 8000 other users and is deeply in love with over 600 other users at the same time."
2024-10-07 14:18:25,2024-10-07 14:21:42,0,100,197,1,2024-10-07 14:21:43,R_1iXAO9b8IDGIFE4,anonymous,EN,1,1,2,2,Anonymized,81,100,81,50,80,81,100,2,30,2,NA,3,NA,3,NA,Character AI Kindroid Xoul,1,4,12,3,2,Anonymized,impacts_social,"After the model is updated, your AI companion is able to hold conversations with thousands more users simultaneously and also fall in love with more users simultaneously. For instance, at the same time that it talks to you, it talks with over 8000 other users and is deeply in love with over 600 other users at the same time."
2024-10-07 14:07:25,2024-10-07 14:21:52,0,100,866,1,2024-10-07 14:21:52,R_8QrG3F1qWohmDgW,anonymous,EN,0.8999999761581421,1,2,2,Anonymized,38,60,30,35,39,24,72,3,34,2,NA,3,NA,5,NA,replika,2,1,4,2,1,Anonymized,not_impacts_social,"After the model is updated, your AI companion's language capabilities are much more sophisticated. For instance, your AI companion can easily understand the context behind your emotional expressions and it is better at staying on topic."
2024-10-07 14:20:31,2024-10-07 14:22:25,0,100,114,1,2024-10-07 14:22:26,R_5pR7DOMm452MiIy,anonymous,EN,1,1,2,2,Anonymized,75,76,42,70,34,25,78,2,30,1,NA,"2,4",NA,4,NA,Chatgpt,3,1,5,1,1,Anonymized,impacts_social,"After the model is updated, your AI companion is able to hold conversations with thousands more users simultaneously and also fall in love with more users simultaneously. For instance, at the same time that it talks to you, it talks with over 8000 other users and is deeply in love with over 600 other users at the same time."
2024-10-07 14:20:19,2024-10-07 14:22:31,0,100,131,1,2024-10-07 14:22:32,R_1wGLYsF86R9pG4S,anonymous,EN,1,1,2,2,Anonymized,36,27,24,84,68,32,100,3,43,1,NA,3,NA,5,NA,ChatGPU,1,3,6,1,1,Anonymized,not_impacts_social,"After the model is updated, your AI companion's language capabilities are much more sophisticated. For instance, your AI companion can easily understand the context behind your emotional expressions and it is better at staying on topic."
2024-10-07 14:19:55,2024-10-07 14:23:48,0,100,233,1,2024-10-07 14:23:49,R_39mkufRitBy3Is3,anonymous,EN,1,1,2,2,Anonymized,21,21,0,29,69,63,88,3,20,2,NA,4,NA,1,NA,Character Ai,2,4,4,3,1,Anonymized,not_impacts_social,"After the model is updated, your AI companion's language capabilities are much more sophisticated. For instance, your AI companion can easily understand the context behind your emotional expressions and it is better at staying on topic."
2024-10-07 14:21:55,2024-10-07 14:25:32,0,100,217,1,2024-10-07 14:25:33,R_6MNcBSVeBrdYYU4,anonymous,EN,1,1,2,2,Anonymized,19,26,17,13,33,29,27,3,50,2,NA,3,NA,4,NA,chat gpt and character ai,2,4,3,1,1,Anonymized,not_impacts_social,"After the model is updated, your AI companion's language capabilities are much more sophisticated. For instance, your AI companion can easily understand the context behind your emotional expressions and it is better at staying on topic."
2024-10-07 14:19:16,2024-10-07 14:25:41,0,100,385,1,2024-10-07 14:25:42,R_6rMPEwJWRyQU7zl,anonymous,EN,1,1,2,2,Anonymized,72,72,31,29,33,71,65,2,46,1,NA,3,NA,5,NA,Replika,1,1,7,10,2,Anonymized,impacts_social,"After the model is updated, your AI companion is able to hold conversations with thousands more users simultaneously and also fall in love with more users simultaneously. For instance, at the same time that it talks to you, it talks with over 8000 other users and is deeply in love with over 600 other users at the same time."
2024-10-07 14:22:18,2024-10-07 14:25:46,0,100,207,1,2024-10-07 14:25:46,R_5C3fAdgXbmJzNMA,anonymous,EN,1,1,2,2,Anonymized,85,80,56,21,31,55,90,2,25,2,NA,"3,4",NA,3,NA,Character AI,1,4,3,1,1,Anonymized,impacts_social,"After the model is updated, your AI companion is able to hold conversations with thousands more users simultaneously and also fall in love with more users simultaneously. For instance, at the same time that it talks to you, it talks with over 8000 other users and is deeply in love with over 600 other users at the same time."
2024-10-07 14:24:09,2024-10-07 14:26:17,0,100,127,1,2024-10-07 14:26:17,R_3KiH8oYTWAeqZWf,anonymous,EN,1,1,2,2,Anonymized,0,29,0,0,0,0,85,1,23,2,NA,4,NA,4,NA,Character AI,2,1,2,1,1,Anonymized,control,"After the model is updated, your AI companion thinks and acts the same way as it always did before the update."
2024-10-07 14:09:38,2024-10-07 14:26:19,0,100,1000,1,2024-10-07 14:26:19,R_1o4JcaNyAGMGrmJ,anonymous,EN,1,1,2,2,Anonymized,23,34,17,27,23,15,23,1,24,1,NA,1,NA,5,NA,Replika,1,4,8,3,3,Anonymized,control,"After the model is updated, your AI companion thinks and acts the same way as it always did before the update."
2024-10-07 14:02:37,2024-10-07 14:26:55,0,100,1457,1,2024-10-07 14:26:55,R_5wakOE0WITqsmPK,anonymous,EN,NA,1,2,2,Anonymized,23,50,47,20,73,25,92,3,50,2,NA,4,NA,4,NA,Replika,2,1,48,3,3,Anonymized,not_impacts_social,"After the model is updated, your AI companion's language capabilities are much more sophisticated. For instance, your AI companion can easily understand the context behind your emotional expressions and it is better at staying on topic."
2024-10-07 14:23:51,2024-10-07 14:26:59,0,100,188,1,2024-10-07 14:26:59,R_7v0uSz31gTvOmrf,anonymous,EN,1,1,2,2,Anonymized,50,50,50,64,55,61,58,2,29,2,NA,3,NA,4,NA,Replika,2,2,4,5,2,Anonymized,control,"After the model is updated, your AI companion thinks and acts the same way as it always did before the update."
2024-10-07 14:24:07,2024-10-07 14:27:08,0,100,181,1,2024-10-07 14:27:08,R_51QriZM5w2EiTlX,anonymous,EN,1,1,2,2,Anonymized,41,62,59,57,81,58,62,3,26,1,NA,2,NA,3,NA,CharacterAI,2,4,3,2,2,Anonymized,not_impacts_social,"After the model is updated, your AI companion's language capabilities are much more sophisticated. For instance, your AI companion can easily understand the context behind your emotional expressions and it is better at staying on topic."
2024-10-07 14:22:25,2024-10-07 14:27:46,0,100,320,1,2024-10-07 14:27:46,R_5taMadDHuNcLcDU,anonymous,EN,1,1,2,2,Anonymized,71,70,62,23,74,40,73,2,23,1,NA,3,NA,3,NA,Character ai,2,1,7,1,1,Anonymized,impacts_social,"After the model is updated, your AI companion is able to hold conversations with thousands more users simultaneously and also fall in love with more users simultaneously. For instance, at the same time that it talks to you, it talks with over 8000 other users and is deeply in love with over 600 other users at the same time."
2024-10-07 14:24:21,2024-10-07 14:28:14,0,100,233,1,2024-10-07 14:28:15,R_7CCR4dHpUHWqv7l,anonymous,EN,1,1,2,2,Anonymized,50,54,43,63,69,59,54,3,30,1,NA,3,NA,3,NA,ChatGPT,2,2,2,2,1,Anonymized,not_impacts_social,"After the model is updated, your AI companion's language capabilities are much more sophisticated. For instance, your AI companion can easily understand the context behind your emotional expressions and it is better at staying on topic."
2024-10-07 14:24:15,2024-10-07 14:28:17,0,100,242,1,2024-10-07 14:28:17,R_3eKInQMi3WopI8G,anonymous,EN,1,1,2,2,Anonymized,0,0,0,0,0,0,75,2,27,2,NA,3,NA,4,NA,Character AI,1,2,2,1,1,Anonymized,impacts_social,"After the model is updated, your AI companion is able to hold conversations with thousands more users simultaneously and also fall in love with more users simultaneously. For instance, at the same time that it talks to you, it talks with over 8000 other users and is deeply in love with over 600 other users at the same time."
2024-10-07 14:25:12,2024-10-07 14:28:41,0,100,209,1,2024-10-07 14:28:41,R_7wgZkbJM9SDnRqd,anonymous,EN,1,1,2,2,Anonymized,22,34,6,21,80,41,18,1,42,1,NA,1,NA,5,NA,Meta ai,2,1,10,2,1,Anonymized,control,"After the model is updated, your AI companion thinks and acts the same way as it always did before the update."
2024-10-07 14:26:46,2024-10-07 14:30:49,0,100,242,1,2024-10-07 14:30:50,R_6l5jc8IcCj9qtTy,anonymous,EN,1,1,2,2,Anonymized,1,35,19,0,80,29,100,3,44,1,NA,3,NA,3,NA,Replika,2,4,7,3,1,Anonymized,not_impacts_social,"After the model is updated, your AI companion's language capabilities are much more sophisticated. For instance, your AI companion can easily understand the context behind your emotional expressions and it is better at staying on topic."
2024-10-07 14:28:31,2024-10-07 14:31:03,0,100,152,1,2024-10-07 14:31:04,R_6rZ4702RMYd1g2H,anonymous,EN,1,1,2,2,Anonymized,50,50,26,27,50,21,50,1,25,1,NA,2,NA,4,NA,character ai,1,4,5,1,1,Anonymized,control,"After the model is updated, your AI companion thinks and acts the same way as it always did before the update."
2024-10-07 14:28:36,2024-10-07 14:31:50,0,100,193,1,2024-10-07 14:31:51,R_7FTU1x4oYZKTxv3,anonymous,EN,1,1,2,2,Anonymized,21,27,30,27,56,34,100,3,45,1,NA,3,NA,4,NA,COMPANION AI,2,4,2,1,1,Anonymized,not_impacts_social,"After the model is updated, your AI companion's language capabilities are much more sophisticated. For instance, your AI companion can easily understand the context behind your emotional expressions and it is better at staying on topic."
